省份,品种名称,亲本来源,类型,原产地,审定编号
浙江,协优7954,协青早A×浙恢7954,籼型三系杂交稻,浙江省农业科学院作物与核技术利用研究所,浙品审字第233号
江西,萍两优3248,萍S×萍恢3248,籼型两系杂交稻,萍乡市农业科学研究中心,赣审稻20240009
福建,金杭优185,金杭A×鹭恢185,籼型三系杂交稻,厦门大学生命科学学院,闽审稻20220092
福建,孟两优319,孟S×南恢319,籼型两系杂交稻,福建科力种业有限公司种业研究院等,闽审稻20190004
福建,科优186,科A×南恢186,籼型三系杂交稻,福建省南平市农业科学研究所等,闽审稻20190003
浙江,甬优1510,甬粳15A×F7510,籼型三系杂交稻,宁波市种子有限公司,浙审稻2014012
福建,创源优151,创源A×江恢151,籼型三系杂交稻,福建旺穗种业有限公司等,闽审稻20200024
浙江,华浙优2473,华浙2A×TF473,籼型三系杂交稻,浙江勿忘农种业股份有限公司等,浙审稻2023023
浙江,之两优68,之5012S×中恢68,籼型两系杂交稻,中国水稻研究所,浙审稻2023022
浙江,秀水63,善41抗/秀水61×秀水61,粳型常规稻,嘉兴市农业科学研究所,浙品审字第157号
浙江,秀水321,秀水994/嘉禾991//K1×秀水09,粳型常规稻,浙江省嘉兴市农业科学研究院,浙审稻2012009
福建,榕S,P88S×IR58025B/05CR71,籼型不育系,福建省农业科学院水稻研究所,闽审稻20200090
福建,广8优676,广8A×福恢676,籼型三系杂交稻,福建省农业科学院水稻研究所等,闽审稻20180006
福建,赣优7319,赣73A×东南恢019,籼型三系杂交稻,福建省农业科学院水稻研究所等,闽审稻20200003
福建,野香优711,野香A×泉恢711,籼型三系杂交稻,泉州市农业科学研究所等,闽审稻20220060
浙江,甬优50,甬粳7号A×F7701,籼粳交三系杂交稻,宁波种业股份有限公司等,浙审稻2022034
福建,夷优180,夷A×南恢180,籼型三系杂交稻,南平市农业科学研究所,闽审稻2014031
浙江,深两优884,深08S×R5884,籼型两系杂交稻,浙江勿忘农种业股份有限公司,浙审稻2014011
福建,夷优101,夷A×南恢101,籼型三系杂交稻,武夷山科力兴种业有限公司,闽审稻20220091
浙江,浙大紫两优1号,浙大紫1S×浙辐01,籼型两系杂交稻,浙江大学原子核农业科学研究所等,浙审稻2021036
江西,萍两优8339,萍S×萍恢8339,籼型两系杂交稻,萍乡市农业科学研究中心,赣审稻20240008
福建,广两优927,广占63-4S×乐恢927,籼型两系杂交稻,福建农乐种业有限公司,闽审稻20180005
浙江,Ⅱ优2070,Ⅱ-32A×T2070,籼型三系杂交稻,中国水稻研究所,浙品审字第193号
浙江,春优167,春江16A×T27,籼粳交三系杂交稻,中国水稻研究所等,浙审稻2022033
浙江,沪优16,沪旱7A×台恢3516,籼型三系杂交稻,浙江勿忘农种业股份有限公司等,浙审稻2023021
福建,泉珍12号,佳辐占×榕籼1号,籼型常规稻,泉州市农业科学研究所,闽审稻20190002
福建,金泰优1051,金泰A×金恢1051,籼型三系杂交稻,福建农林大学作物科学学院等,闽审稻20190001
浙江,Ⅱ优63,Ⅱ-32A×明恢63,籼型三系杂交稻,湖南杂交水稻研究中心,浙品审字第192号
福建,君两优4158,君S×兴恢4158,籼型两系杂交稻,武夷山科力兴种业有限公司等,闽审稻20243029
浙江,甬优79,甬粳88A×F7703,籼粳交三系杂交稻,宁波种业股份有限公司,浙审稻2022032
浙江,新禾香1号,C长粒×扬粳9538,粳型常规稻,嘉兴市农业科学研究院等,浙审稻2022031
浙江,浙粳105,HZ1137/丙9642×浙粳99,粳型常规稻,浙江省农业科学院作物与核技术利用研究所等,浙审稻2022030
浙江,浙粳122,宁12-33×ZH13-54,粳型常规稻,浙江省农业科学院作物与核技术利用研究所等,浙审稻2022029
浙江,新直2号,新丽秀水04-3/中嘉129×宇102/大红糯87,粳型常规稻,浙江省嘉兴市农科院等,浙品审字第156号
浙江,秀水52,丙93-75×秀水63,粳型常规稻,嘉兴市农业科学研究院,浙品审字第232号
浙江,嘉禾112A,嘉禾212A×嘉禾112B,粳型不育系,嘉兴市农业科学研究院等,浙审稻（不育系）2020013
浙江,协优9516,协青早A×R9516,籼型三系杂交稻,浙江省农业科学院作物与核技术利用研究所,浙品审字第191号
浙江,浙粳优4号,浙粳7A×浙农恢1848,籼粳交三系杂交稻,浙江省农业科学院作物与核技术利用研究所等,浙审稻2021015
福建,旺两优338,旺9S×旺恢338,籼型两系杂交稻,福建旺穗种业有限公司等,闽审稻20180004
江西,赣莲优5020,赣莲A×JR5020,籼型三系杂交稻,江西省农业科学院水稻研究所,赣审稻20240007
福建,恒丰优371,恒丰A×福恢371,籼型三系杂交稻,福建省农业科学院水稻研究所等,闽审稻20200002
福建,潢优308,潢达A×广恢308,籼型三系杂交稻,福建禾丰种业股份有限公司等,闽审稻20180003
福建,聚两优919,RGD-7S×福恢919,籼型两系杂交稻,福建亚丰种业有限公司等,闽审稻20200001
浙江,秀水17,丙815×秀水122,粳型常规稻,浙江省嘉兴市农业科学研究所,浙品审字第155号
福建,榕夏S,海S×福农B,籼型不育系,福建省农业科学院水稻研究所,闽审稻20200089
浙江,春两优粤标5号,春6S×粤标5号,籼型两系杂交稻,浙江科诚种业股份有限公司等,浙审稻2023020
浙江,C两优1734,C815S×R1734,籼型两系杂交稻,中国水稻研究所等,浙审稻2022028
浙江,广优富占,广和A×富占,籼型三系杂交稻,中国水稻研究所等,浙审稻2022027
浙江,钱6优688,钱江6号A×R688,籼型三系杂交稻,浙江大学农业与生物技术学院等,浙审稻2022026
福建,野香优707,野香A×泉恢707,籼型三系杂交稻,泉州市农业科学研究所等,闽审稻20220059
福建,虬S,P88S×广东三抗,籼型不育系,福建省农业科学院水稻研究所,闽审稻20200088
福建,明太优1831,明太A×明恢1831,籼型三系杂交稻,三明市农业科学研究院等,闽审稻20220090
浙江,秀水42,秀水61×丙9290,粳型常规稻,嘉兴市农业科学研究院,浙品审字第231号
福建,明2A,赣香A×明2B,籼型不育系,三明市农业科学研究院,闽审稻20180033
福建,君两优518,君S×南恢518,籼型两系杂交稻,武夷山科力兴种业有限公司等,闽审稻20243028
浙江,原粳7号,R9063×秀水861,粳型常规稻,浙江省农业科学院原子能利用研究所,浙品审字第190号
浙江,甬优1512,甬粳15A×F7512,籼型三系杂交稻,宁波市种子有限公司,浙审稻2014010
浙江,甬优55,甬粳78A×F9057,籼粳交三系杂交稻,宁波种业股份有限公司,浙审稻2021014
福建,圣优996,圣丰2A×南恢996,籼型三系杂交稻,福建科力种业有限公司等,闽审稻2014030
浙江,嘉禾549A,嘉粳151A×嘉禾549B,粳型不育系,浙江禾天下种业股份有限公司等,浙审稻（不育系）2020012
江西,中早90,中早46×杭15-10,籼型常规稻,江西兴安种业有限公司等,赣审稻20240006
浙江,浙粳112,嘉01-5×秀水113,粳型常规稻,浙江省农业科学院,浙审稻2012008
福建,福兴优515,福兴A×金恢515,籼型三系杂交稻,福建农林大学农学院,闽审稻20243027
浙江,浙杭优K511,浙杭K2A×浙杭恢K1711,籼粳交三系杂交稻,浙江省农业科学院作物与核技术利用研究所等,浙审稻2023019
浙江,广两优9388,广占63S×中恢9388,籼型两系杂交稻,中国水稻研究所,浙审稻2014009
浙江,广两优17140,广湘24S×CNR17140,籼型两系杂交稻,中国水稻研究所等,浙审稻2021035
福建,双园A,珍汕97A×双园B,籼型不育系,厦门大学生命科学学院,闽审稻20190061
福建,明太优638,明太A×君恢638,籼型三系杂交稻,福建省南平市农业科学研究所等,闽审稻20243026
福建,华福S,MS6/SF02058×SG030152,籼型不育系,福建省农业科学院水稻研究所,闽审稻2016011
浙江,嘉禾832A,嘉禾212A×嘉禾832B,粳型不育系,嘉兴市农业科学研究院等,浙审稻（不育系）2020011
福建,闽糯2S,6311S,籼型不育系,福建农林大学作物遗传改良研究所,闽审稻20200087
浙江,浙科优1号,浙粳7A×科恢1号,籼粳交三系杂交稻,浙江科诚种业股份有限公司等,浙审稻2021013
福建,深优957,深95A×��-7,籼型三系杂交稻,清华大学深圳研究生院,闽审稻20180002
福建,福兴优臻占,福兴A×明轮臻占,籼型三系杂交稻,三明市农业科学研究院等,闽审稻20220089
浙江,浙农大402,丙889/浙农大40×T89231/宁68,粳型常规稻,浙江大学农学院,浙品审字第189号
浙江,中767S,Bph68S×鄂中5号/蜀恢85,籼型不育系,中国水稻研究所,浙审稻（不育系）2020010
福建,禾9S,RGD-7s×Y58s/M215B,籼型不育系,福建农林大学作物科学学院,闽审稻20190060
福建,元两优古早占,元亨S×古早占,籼型两系杂交稻,泉州市农业科学研究所等,闽审稻20243004
福建,深两优2802,深08S×将红2802,籼型两系杂交稻,福建六三种业有限责任公司等,闽审稻20200023
浙江,泰两优粤禾丝苗,泰1S×粤禾丝苗,籼型两系杂交稻,浙江科原种业有限公司等,浙审稻2022025
浙江,越糯1号,嘉育293,籼型常规稻,浙江省绍兴市农业科学研究所,浙品审字第154号
浙江,春江糯6号,丙02-105×祥湖301,粳型常规稻,中国水稻研究所,浙审稻2012007
福建,明1A,泸香618A×明1B,籼型不育系,三明市农业科学研究院,闽审稻20180032
福建,泰优676,泰丰A×福恢676,籼型三系杂交稻,福建省农业科学院水稻研究所等,闽审稻2014029
浙江,泰3S,Y58S×珍品B,籼型不育系,温州市农业科学研究院等,浙审稻（不育系）2020009
浙江,钱优16,钱江3号A×浙恢916,籼型三系杂交稻,浙江省农业科学院作物与核技术利用研究所等,浙审稻2014008
浙江,K优619,K17A×温恢619,籼型三系杂交稻,浙江省温州市农科院等,浙品审字第230号
江西,宜靓早糯69,V18×宜糯9号,籼型常规稻,江西惠农种业有限公司等,赣审稻20240005
福建,明1优红21,明1A×宁红恢21,籼型三系杂交稻,宁德市农业科学研究所等,闽审稻20220058
浙江,衢育860,HA79317-7×中浙1号,籼型常规稻,衢州市农业科学研究所,浙品审字第153号
浙江,华中优9363,华中1A×浙恢9363,籼粳交三系杂交稻,浙江省农业科学院作物与核技术利用研究所等,浙审稻2023018
浙江,甬优7823,甬粳78A×F7723,籼粳交三系杂交稻,宁波种业股份有限公司,浙审稻2021012
福建,紫392S,Gn040187×SE152S/鸭血糯,籼型不育系,福建省农业科学院水稻研究所,闽审稻20190059
福建,野香优653,野香A×福恢653,籼型三系杂交稻,福建省农业科学院水稻研究所等,闽审稻20243025
福建,民优919,民源A×福恢919,籼型三系杂交稻,福建省农业科学院水稻研究所,闽审稻20180001
浙江,湖粳640,HZ02-03/台271//嘉991×嘉991,粳型常规稻,湖州市农业科学研究院等,浙审稻2012006
福建,佳谷优404,佳谷A×泉恢404,籼型三系杂交稻,泉州市农业科学研究所,闽审稻20220088
福建,旗1优366,旗1A×R366,籼型三系杂交稻,福建省农业科学院水稻研究所等,闽审稻2016010
浙江,秀水519,苏秀9号×秀水123,粳型常规稻,浙江省嘉兴市农业科学研究院,浙审稻2012005
福建,福泰2优701,福泰2A×福恢701,籼型三系杂交稻,福建省农业科学院水稻研究所,闽审稻20230028
浙江,内5优36,内香5A×中恢36,籼型三系杂交稻,浙江勿忘农种业股份有限公司,浙审稻2014007
福建,红19S,SE21/江西红米×菲一//辐太/密阳23,籼型不育系,福建省农业科学院水稻研究所,闽审稻20190058
福建,杉谷优636,杉谷A×荟恢636,籼型三系杂交稻,福建省农业科学院生物技术研究所等,闽审稻20220087
福建,利达A,珍汕97A×利达B,籼型不育系,福建省农业科学院水稻研究所等,闽审稻20180031
福建,1678S,闽1303S×375S/R143,籼型不育系,福建省农业科学院生物技术研究所,闽审稻20200086
福建,特优130,龙特浦A×漳恢130,籼型三系杂交稻,漳州市农业科学研究所等,闽审稻2014028
浙江,华浙优210,华浙2A×中恢210,籼型三系杂交稻,中国水稻研究所等,浙审稻2022024
福建,忠优4727,忠香A×佳恢4727,籼型三系杂交稻,厦门大学生命科学学院等,闽审稻20243024
浙江,浙9248,紫珍32×浙852,籼型常规稻,浙江省农业科学院作物研究所,浙品审字第152号
浙江,杭931,红突5号×香稻,籼型常规稻,杭州市农业科学研究所,浙品审字第151号
浙江,甬优63,甬粳78A×F7718,籼粳交三系杂交稻,宁波种业股份有限公司,浙审稻2021011
浙江,八两优100,810S×D100,籼型两系杂交稻,湖南省安江农校,浙品审字第229号
浙江,浙农大454,丙889/中8029×台202,粳型常规稻,浙江大学农业与生物技术学院,浙品审字第188号
福建,泰丰优656,泰丰A×福恢656,籼型三系杂交稻,福建省农业科学院水稻研究所等,闽审稻2013008
福建,永兴优香粘,永兴A×九香粘,籼型三系杂交稻,福建省农业科学院水稻研究所等,闽审稻20220086
福建,华两优673,华福S×福恢673,籼型两系杂交稻,中种集团福建农嘉种业股份有限公司等,闽审稻2016009
浙江,浙大两优丝苗,浙大01S×浙辐丝苗,籼型两系杂交稻,浙江大学原子核农业科学研究所,浙审稻2022023
浙江,钱优146,钱江1号A×中恢H146,籼型三系杂交稻,江苏省大华种业集团有限公司,浙审稻2014006
福建,云香A,广8A×云香B,籼型不育系,建瓯市厚积农业科学研究所等,闽审稻20200085
福建,宁12优156,宁12A×亚恢156,籼型三系杂交稻,宁德市农业科学研究所,闽审稻20220057
福建,宁12优黑807,宁12A×宁黑恢807,籼型三系杂交稻,宁德市农业科学研究所,闽审稻20200022
浙江,浙大01S,R9311,籼型不育系,浙江大学原子核农业科学研究所,浙审稻（不育系）2020008
浙江,春优801,春江88A×T301,籼粳交三系杂交稻,中国水稻研究所等,浙审稻2021034
福建,泸优明占,泸香618A×双抗明占,籼型三系杂交稻,三明市农业科学研究所等,闽审稻2013007
浙江,内香优3号,内香3A×内恢99-14,籼型三系杂交稻,内江杂交水稻科技开发中心,浙审稻2006004
浙江,温12,辐8349×浙农8010,籼型常规稻,浙江省温州市农科院浙南育种中心,浙品审字第228号
浙江,嘉禾优575,嘉禾212A×中恢575,籼粳交三系杂交稻,中国水稻研究所等,浙审稻2023017
浙江,台早733,JS01-41×台早12/嘉早43,籼型常规稻,台州市农业科学研究院,浙审稻2012004
福建,闽红249S,Gn107S×GF03018,籼型不育系,福建省农业科学院水稻研究所,闽审稻20190057
福建,金岩A,新香A×金岩B,籼型不育系,福建农林大学作物科学学院等,闽审稻20170024
福建,忠优6号,忠香A×恢6号,籼型三系杂交稻,厦门市力创农作物科学研究所,闽审稻20243003
浙江,金早47,中87-425×陆青早1号,籼型常规稻,金华市农业科学研究所,浙品审字第227号
浙江,春江165,丙06-134×R102,粳型常规稻,中国水稻研究所等,浙审稻2021010
浙江,华中优9404,华中1A×浙恢9404,籼粳交三系杂交稻,浙江勿忘农种业股份有限公司等,浙审稻2023016
